,Location,Price,Rooms,Bathrooms,Car Parks,Property Type,Furnishing,Built_Type,Built_Size,Price_sqft,Price_room,Rooms_sqft
9145,sentul,660000,3.0,2.0,1.0,Condominium,Unknown,Built-up,1079.0,611.6774791473587,220000.0,359.6666666666667
9146,damansara heights,800000,4.0,2.0,1.0,Condominium,Unknown,Built-up,1584.0,505.050505050505,200000.0,396.0
9147,taman tun dr ismail,550000,3.0,2.0,1.0,Condominium,Fully Furnished,Built-up,1260.0,436.5079365079365,183333.33333333334,420.0
9149,bukit jalil,638000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1232.0,517.8571428571429,212666.66666666666,410.6666666666667
9150,bukit jalil,588000,2.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1032.0,569.7674418604652,294000.0,516.0
9152,bukit jalil,538000,3.0,3.0,2.0,Condominium,Unfurnished,Built-up,1003.0,536.3908275174476,179333.33333333334,334.3333333333333
9155,bukit jalil,550000,3.0,3.0,2.0,Condominium,Unfurnished,Built-up,1003.0,548.3549351944167,183333.33333333334,334.3333333333333
9163,setapak,420000,3.0,2.0,2.0,Serviced Residence,Partly Furnished,Built-up,842.0,498.812351543943,140000.0,280.6666666666667
9166,setapak,420000,3.0,2.0,2.0,Serviced Residence,Partly Furnished,Built-up,842.0,498.812351543943,140000.0,280.6666666666667
9169,setapak,380000,3.0,2.0,1.0,Serviced Residence,Partly Furnished,Built-up,925.0,410.81081081081084,126666.66666666667,308.3333333333333
9174,setapak,420000,3.0,2.0,2.0,Serviced Residence,Partly Furnished,Built-up,842.0,498.812351543943,140000.0,280.6666666666667
9188,setapak,400000,2.0,2.0,1.0,Serviced Residence,Partly Furnished,Built-up,900.0,444.44444444444446,200000.0,450.0
9192,setapak,1200000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1414.0,848.6562942008486,400000.0,471.3333333333333
9194,sri petaling,390000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1045.0,373.20574162679424,130000.0,348.3333333333333
9200,wangsa maju,890000,4.0,3.0,4.0,Terrace/Link House,Partly Furnished,Built-up,2800.0,317.85714285714283,222500.0,700.0
9204,kuchai lama,398000,3.0,2.0,1.0,Condominium,Unfurnished,Built-up,980.0,406.1224489795918,132666.66666666666,326.6666666666667
9208,setapak,530000,4.0,2.0,2.0,Condominium,Unfurnished,Built-up,1378.0,384.61538461538464,132500.0,344.5
9209,setapak,538000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1473.0,365.2410047522064,179333.33333333334,491.0
9211,setapak,380000,3.0,2.0,1.0,Serviced Residence,Unknown,Built-up,807.0,470.8798017348203,126666.66666666667,269.0
9212,setapak,520000,3.0,2.0,2.0,Condominium,Unfurnished,Built-up,1100.0,472.72727272727275,173333.33333333334,366.6666666666667
9213,setapak,490000,3.0,2.0,1.0,Serviced Residence,Partly Furnished,Built-up,1040.0,471.15384615384613,163333.33333333334,346.6666666666667
9215,setapak,450000,4.0,2.0,3.0,Condominium,Unfurnished,Built-up,1328.0,338.855421686747,112500.0,332.0
9216,setapak,498000,4.0,2.0,3.0,Condominium,Unfurnished,Built-up,1328.0,375.0,124500.0,332.0
9218,setapak,545000,3.0,2.0,2.0,Condominium,Unfurnished,Built-up,908.0,600.2202643171806,181666.66666666666,302.6666666666667
9222,jalan kuching,420000,3.0,2.0,1.0,Apartment,Fully Furnished,Built-up,1200.0,350.0,140000.0,400.0
9223,desa petaling,295000,3.0,2.0,1.0,Apartment,Partly Furnished,Built-up,910.0,324.1758241758242,98333.33333333333,303.3333333333333
9226,jalan kuching,520000,3.0,2.0,2.0,Condominium,Fully Furnished,Built-up,1100.0,472.72727272727275,173333.33333333334,366.6666666666667
9230,cheras,455000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,900.0,505.55555555555554,151666.66666666666,300.0
9240,sri petaling,340000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1017.0,334.3166175024582,113333.33333333333,339.0
9242,desa petaling,450000,3.0,2.0,1.0,Condominium,Fully Furnished,Built-up,1038.0,433.52601156069363,150000.0,346.0
9245,jalan klang lama (old klang road),790000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1048.0,753.8167938931298,263333.3333333333,349.3333333333333
9246,bukit jalil,560000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1080.0,518.5185185185185,186666.66666666666,360.0
9247,desa petaling,348000,3.0,2.0,1.0,Apartment,Partly Furnished,Built-up,1002.0,347.3053892215569,116000.0,334.0
9248,desa petaling,440000,3.0,2.0,1.0,Condominium,Fully Furnished,Built-up,1144.0,384.61538461538464,146666.66666666666,381.3333333333333
9250,cheras,500000,3.0,2.0,2.0,Condominium,Unfurnished,Built-up,1050.0,476.1904761904762,166666.66666666666,350.0
9251,setapak,450000,3.0,2.0,1.0,Condominium,Unfurnished,Built-up,1280.0,351.5625,150000.0,426.6666666666667
9252,city centre,1400000,1.0,2.0,1.0,Serviced Residence,Fully Furnished,Built-up,1131.0,1237.842617152962,1400000.0,1131.0
9255,wangsa maju,998000,3.0,2.0,2.0,Condominium,Unfurnished,Built-up,1528.0,653.1413612565445,332666.6666666667,509.3333333333333
9257,bukit jalil,540000,3.0,2.0,1.0,Serviced Residence,Unknown,Built-up,1225.0,440.81632653061223,180000.0,408.3333333333333
9259,setapak,880000,3.0,3.0,2.0,Condominium,Unfurnished,Built-up,1477.0,595.8023019634394,293333.3333333333,492.3333333333333
9260,setapak,830000,3.0,3.0,2.0,Condominium,Unfurnished,Built-up,1441.0,575.9888965995837,276666.6666666667,480.3333333333333
9265,wangsa maju,1280000,4.0,4.0,2.0,Condominium,Partly Furnished,Built-up,2031.0,630.2314130969966,320000.0,507.75
9287,taman melawati,500000,3.0,2.0,2.0,Serviced Residence,Partly Furnished,Built-up,1007.0,496.52432969215494,166666.66666666666,335.6666666666667
9291,setapak,400000,3.0,2.0,1.0,Condominium,Unfurnished,Built-up,1231.0,324.93907392363934,133333.33333333334,410.3333333333333
9303,taman desa,1480000,3.0,2.0,1.0,Condominium,Fully Furnished,Built-up,2640.0,560.6060606060606,493333.3333333333,880.0
9304,sri petaling,850000,4.0,4.0,3.0,Condominium,Fully Furnished,Land area,1851.0,459.2112371690978,212500.0,462.75
9307,keramat,1200000,4.0,4.0,3.0,Condominium,Unfurnished,Built-up,1986.0,604.2296072507553,300000.0,496.5
9308,taman desa,520000,2.0,2.0,1.0,Condominium,Fully Furnished,Built-up,997.0,521.5646940822468,260000.0,498.5
9309,bukit jalil,588000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1069.0,550.0467726847521,196000.0,356.3333333333333
9310,taman desa,600000,3.0,2.0,2.0,Condominium,Fully Furnished,Land area,1261.0,475.8128469468676,200000.0,420.3333333333333
9315,sentul,640000,4.0,3.0,2.0,Condominium,Unfurnished,Built-up,1640.0,390.2439024390244,160000.0,410.0
9317,sentul,430000,3.0,2.0,2.0,Condominium,Unfurnished,Built-up,1230.0,349.5934959349593,143333.33333333334,410.0
9318,sentul,558000,3.0,2.0,2.0,Condominium,Fully Furnished,Built-up,1230.0,453.6585365853659,186000.0,410.0
9319,sentul,560000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1363.0,410.85840058694055,186666.66666666666,454.3333333333333
9320,sentul,430000,3.0,2.0,2.0,Condominium,Unfurnished,Built-up,1240.0,346.7741935483871,143333.33333333334,413.3333333333333
9321,sentul,520000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1363.0,381.5113719735877,173333.33333333334,454.3333333333333
9324,desa petaling,300000,3.0,2.0,1.0,Apartment,Fully Furnished,Land area,840.0,357.14285714285717,100000.0,280.0
9325,taman desa,2280000,5.0,4.0,2.0,Terrace/Link House,Fully Furnished,Land area,3885.0,586.8725868725869,456000.0,777.0
9326,taman desa,2600000,5.0,4.0,2.0,Terrace/Link House,Fully Furnished,Land area,3885.0,669.2406692406693,520000.0,777.0
9329,taman desa,5500000,5.0,4.0,6.0,Bungalow,Fully Furnished,Land area,7181.0,765.9100403843476,1100000.0,1436.2
9330,kl city,380000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,861.0,441.3472706155633,126666.66666666667,287.0
9332,taman desa,4000000,6.0,5.0,6.0,Bungalow,Unfurnished,Built-up,5586.0,716.0759040458289,666666.6666666666,931.0
9333,jalan klang lama (old klang road),1088000,3.0,2.0,2.0,Terrace/Link House,Partly Furnished,Built-up,3000.0,362.6666666666667,362666.6666666667,1000.0
9334,setapak,225000,2.0,1.0,1.0,Terrace/Link House,Partly Furnished,Built-up,604.0,372.5165562913907,112500.0,302.0
9340,bukit jalil,600000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1234.0,486.2236628849271,200000.0,411.3333333333333
9341,bukit jalil,700000,3.0,2.0,2.0,Condominium,Fully Furnished,Built-up,1300.0,538.4615384615385,233333.33333333334,433.3333333333333
9343,sri petaling,408000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1129.0,361.3817537643933,136000.0,376.3333333333333
9368,taman tun dr ismail,1300000,4.0,3.0,3.0,Terrace/Link House,Partly Furnished,Land area,1650.0,787.8787878787879,325000.0,412.5
9371,cheras,515000,3.0,2.0,1.0,Serviced Residence,Partly Furnished,Built-up,1097.0,469.46216955332727,171666.66666666666,365.6666666666667
9372,kepong,438000,3.0,2.0,1.0,Apartment,Partly Furnished,Built-up,1001.0,437.56243756243754,146000.0,333.6666666666667
9383,wangsa maju,460000,3.0,3.0,2.0,Condominium,Partly Furnished,Built-up,1267.0,363.06235201262825,153333.33333333334,422.3333333333333
9384,wangsa maju,460000,3.0,3.0,2.0,Condominium,Partly Furnished,Built-up,1267.0,363.06235201262825,153333.33333333334,422.3333333333333
9385,bukit jalil,580000,3.0,2.0,2.0,Condominium,Fully Furnished,Built-up,1073.0,540.5405405405405,193333.33333333334,357.6666666666667
9386,bukit jalil,615000,4.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1212.0,507.4257425742574,153750.0,303.0
9387,kl sentral,1100000,2.0,2.0,1.0,Condominium,Fully Furnished,Built-up,1135.0,969.1629955947136,550000.0,567.5
9390,taman melawati,1650000,4.0,4.0,2.0,Townhouse,Partly Furnished,Built-up,2400.0,687.5,412500.0,600.0
9393,klcc,1050000,3.0,2.0,1.0,Serviced Residence,Fully Furnished,Built-up,820.0,1280.4878048780488,350000.0,273.3333333333333
9394,taman tun dr ismail,780000,3.0,3.0,1.0,Serviced Residence,Fully Furnished,Built-up,1020.0,764.7058823529412,260000.0,340.0
9395,setapak,300000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,931.0,322.234156820623,100000.0,310.3333333333333
9399,bukit bintang,1400000,3.0,3.0,2.0,Serviced Residence,Fully Furnished,Built-up,1555.0,900.3215434083602,466666.6666666667,518.3333333333334
9403,cheras,820000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1389.0,590.3527717782578,273333.3333333333,463.0
9404,mont kiara,550000,2.0,2.0,1.0,Condominium,Partly Furnished,Built-up,931.0,590.7626208378088,275000.0,465.5
9405,mont kiara,648000,3.0,2.0,2.0,Condominium,Fully Furnished,Built-up,1049.0,617.7311725452812,216000.0,349.6666666666667
9406,sri petaling,525000,3.0,2.0,1.0,Condominium,Fully Furnished,Land area,1200.0,437.5,175000.0,400.0
9409,setapak,620000,3.0,2.0,2.0,Terrace/Link House,Partly Furnished,Built-up,1600.0,387.5,206666.66666666666,533.3333333333334
9410,setapak,700000,3.0,2.0,2.0,Terrace/Link House,Partly Furnished,Built-up,1600.0,437.5,233333.33333333334,533.3333333333334
9411,setapak,530000,4.0,2.0,2.0,Condominium,Unfurnished,Built-up,1313.0,403.65575019040364,132500.0,328.25
9412,setapak,300000,3.0,2.0,1.0,Condominium,Unknown,Built-up,931.0,322.234156820623,100000.0,310.3333333333333
9415,setapak,490000,4.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1313.0,373.1911652703732,122500.0,328.25
9416,wangsa maju,460000,3.0,2.0,1.0,Condominium,Fully Furnished,Built-up,1150.0,400.0,153333.33333333334,383.3333333333333
9421,jalan kuching,360000,3.0,2.0,1.0,Apartment,Partly Furnished,Built-up,1221.0,294.84029484029486,120000.0,407.0
9422,setapak,490000,4.0,2.0,3.0,Condominium,Partly Furnished,Built-up,1313.0,373.1911652703732,122500.0,328.25
9424,setapak,510000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1313.0,388.4234577303884,170000.0,437.6666666666667
9425,setapak,500000,4.0,2.0,3.0,Condominium,Unfurnished,Built-up,1333.0,375.0937734433608,125000.0,333.25
9426,wangsa maju,390000,3.0,2.0,1.0,Terrace/Link House,Unknown,Built-up,1500.0,260.0,130000.0,500.0
9430,wangsa maju,390000,3.0,2.0,1.0,Terrace/Link House,Unknown,Built-up,1500.0,260.0,130000.0,500.0
9431,setapak,520000,4.0,2.0,2.0,Condominium,Unknown,Built-up,1313.0,396.03960396039605,130000.0,328.25
9435,wangsa maju,450000,3.0,2.0,1.0,Condominium,Fully Furnished,Built-up,1150.0,391.30434782608694,150000.0,383.3333333333333
9436,wangsa maju,450000,3.0,2.0,1.0,Condominium,Fully Furnished,Built-up,1150.0,391.30434782608694,150000.0,383.3333333333333
9442,setapak,330000,3.0,2.0,1.0,Apartment,Partly Furnished,Built-up,800.0,412.5,110000.0,266.6666666666667
9444,jalan kuching,360000,3.0,2.0,1.0,Apartment,Partly Furnished,Built-up,1221.0,294.84029484029486,120000.0,407.0
9445,setapak,1020000,4.0,3.0,2.0,Terrace/Link House,Partly Furnished,Built-up,2500.0,408.0,255000.0,625.0
9455,bangsar,850000,2.0,1.0,1.0,Serviced Residence,Partly Furnished,Built-up,790.0,1075.9493670886077,425000.0,395.0
9459,damansara heights,1879100,2.0,2.0,2.0,Serviced Residence,Partly Furnished,Built-up,1634.0,1150.0,939550.0,817.0
9467,sentul,340000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,877.0,387.68529076396806,113333.33333333333,292.3333333333333
9471,setapak,430000,3.0,2.0,1.0,Condominium,Unknown,Built-up,1231.0,349.3095044679123,143333.33333333334,410.3333333333333
9474,setapak,410000,3.0,2.0,1.0,Condominium,Unknown,Built-up,1231.0,333.0625507717303,136666.66666666666,410.3333333333333
9475,bukit jalil,295000,2.0,2.0,1.0,Apartment,Partly Furnished,Built-up,720.0,409.72222222222223,147500.0,360.0
9479,setapak,510000,4.0,2.0,1.0,Condominium,Fully Furnished,Built-up,1450.0,351.7241379310345,127500.0,362.5
9480,taman desa,398000,3.0,2.0,1.0,Condominium,Fully Furnished,Built-up,938.0,424.30703624733474,132666.66666666666,312.6666666666667
9481,bukit jalil,619000,3.0,2.0,2.0,Condominium,Unknown,Land area,1232.0,502.43506493506493,206333.33333333334,410.6666666666667
9482,setapak,590000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1450.0,406.8965517241379,196666.66666666666,483.3333333333333
9483,setapak,550000,4.0,2.0,2.0,Condominium,Partly Furnished,Built-up,2100.0,261.9047619047619,137500.0,525.0
9488,cheras,460000,2.0,2.0,1.0,Condominium,Partly Furnished,Built-up,900.0,511.1111111111111,230000.0,450.0
9489,jalan klang lama (old klang road),358000,3.0,2.0,2.0,Serviced Residence,Partly Furnished,Built-up,950.0,376.8421052631579,119333.33333333333,316.6666666666667
9490,ampang,1700000,4.0,3.0,3.0,Terrace/Link House,Partly Furnished,Land area,2375.0,715.7894736842105,425000.0,593.75
9491,mont kiara,688000,3.0,2.0,1.0,Serviced Residence,Fully Furnished,Built-up,1062.0,647.834274952919,229333.33333333334,354.0
9492,kuchai lama,555000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1313.0,422.6961157654227,185000.0,437.6666666666667
9494,cheras,515000,2.0,2.0,1.0,Serviced Residence,Partly Furnished,Built-up,736.0,699.7282608695652,257500.0,368.0
9495,cheras,720000,3.0,2.0,2.0,Serviced Residence,Partly Furnished,Built-up,931.0,773.3619763694952,240000.0,310.3333333333333
9496,cheras,875000,4.0,2.0,2.0,Serviced Residence,Partly Furnished,Built-up,1278.0,684.6635367762128,218750.0,319.5
9497,cheras,485000,2.0,2.0,1.0,Serviced Residence,Partly Furnished,Built-up,700.0,692.8571428571429,242500.0,350.0
9498,cheras,610000,3.0,2.0,2.0,Serviced Residence,Partly Furnished,Built-up,865.0,705.2023121387283,203333.33333333334,288.3333333333333
9499,cheras,515000,2.0,2.0,1.0,Serviced Residence,Partly Furnished,Built-up,736.0,699.7282608695652,257500.0,368.0
9500,cheras,1080000,4.0,4.0,2.0,Condominium,Partly Furnished,Built-up,1672.0,645.933014354067,270000.0,418.0
9502,jalan klang lama (old klang road),560000,0.0,1.0,1.0,Serviced Residence,Fully Furnished,Built-up,872.0,642.2018348623853,inf,inf
9511,segambut,620000,3.0,3.0,2.0,Condominium,Partly Furnished,Built-up,1155.0,536.7965367965368,206666.66666666666,385.0
9512,segambut,821000,4.0,3.0,3.0,Condominium,Partly Furnished,Built-up,1614.0,508.6741016109046,205250.0,403.5
9513,segambut,700000,3.0,3.0,2.0,Condominium,Partly Furnished,Built-up,1203.0,581.8786367414797,233333.33333333334,401.0
9517,desa parkcity,1550000,3.0,2.0,1.0,Condominium,Fully Furnished,Built-up,1346.0,1151.5601783060922,516666.6666666667,448.6666666666667
9518,mont kiara,720000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1280.0,562.5,240000.0,426.6666666666667
9523,desa parkcity,1500000,2.0,2.0,2.0,Condominium,Fully Furnished,Built-up,1292.0,1160.9907120743035,750000.0,646.0
9524,cheras,348000,3.0,3.0,1.0,Apartment,Fully Furnished,Built-up,790.0,440.50632911392404,116000.0,263.3333333333333
9527,bukit jalil,930000,3.0,2.0,2.0,Serviced Residence,Fully Furnished,Built-up,1218.0,763.5467980295566,310000.0,406.0
9528,cheras,198000,3.0,2.0,1.0,Apartment,Partly Furnished,Built-up,753.0,262.9482071713147,66000.0,251.0
9534,setapak,450000,3.0,2.0,1.0,Terrace/Link House,Partly Furnished,Land area,880.0,511.3636363636364,150000.0,293.3333333333333
9535,taman tun dr ismail,3000000,6.0,5.0,4.0,Semi-detached House,Fully Furnished,Land area,3300.0,909.0909090909091,500000.0,550.0
9536,taman tun dr ismail,1700000,4.0,3.0,2.0,Terrace/Link House,Partly Furnished,Land area,1800.0,944.4444444444445,425000.0,450.0
9538,taman melawati,650000,4.0,3.0,2.0,Terrace/Link House,Partly Furnished,Land area,1260.0,515.8730158730159,162500.0,315.0
9539,jalan klang lama (old klang road),500000,3.0,3.0,2.0,Condominium,Unfurnished,Built-up,1250.0,400.0,166666.66666666666,416.6666666666667
9540,jalan klang lama (old klang road),477000,3.0,3.0,2.0,Condominium,Unfurnished,Built-up,1250.0,381.6,159000.0,416.6666666666667
9541,sungai besi,655000,3.0,2.0,2.0,Serviced Residence,Fully Furnished,Built-up,1025.0,639.0243902439024,218333.33333333334,341.6666666666667
9542,sri hartamas,3600000,5.0,6.0,4.0,Semi-detached House,Partly Furnished,Land area,3600.0,1000.0,720000.0,720.0
9543,bukit bintang,1360000,3.0,2.0,2.0,Serviced Residence,Fully Furnished,Built-up,1555.0,874.5980707395498,453333.3333333333,518.3333333333334
9544,bangsar south,610000,1.0,1.0,1.0,Serviced Residence,Fully Furnished,Built-up,638.0,956.1128526645768,610000.0,638.0
9545,jalan klang lama (old klang road),520000,3.0,3.0,3.0,Condominium,Unfurnished,Built-up,1250.0,416.0,173333.33333333334,416.6666666666667
9546,jalan klang lama (old klang road),495000,3.0,3.0,3.0,Condominium,Unfurnished,Built-up,1250.0,396.0,165000.0,416.6666666666667
9547,klcc,990000,1.0,1.0,1.0,Serviced Residence,Fully Furnished,Built-up,655.0,1511.4503816793892,990000.0,655.0
9551,klcc,1250000,3.0,3.0,2.0,Serviced Residence,Fully Furnished,Built-up,1184.0,1055.7432432432433,416666.6666666667,394.6666666666667
9553,bukit jalil,620000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1206.0,514.0961857379768,206666.66666666666,402.0
9554,kl city,950000,2.0,2.0,2.0,Serviced Residence,Fully Furnished,Built-up,674.0,1409.4955489614242,475000.0,337.0
9563,cheras,989000,2.0,2.0,1.0,Serviced Residence,Fully Furnished,Built-up,963.0,1026.998961578401,494500.0,481.5
9564,bukit tunku (kenny hills),4500000,5.0,6.0,4.0,Condominium,Partly Furnished,Built-up,5405.0,832.5624421831637,900000.0,1081.0
9567,damansara heights,14500000,7.0,7.0,3.0,Bungalow,Partly Furnished,Land area,11000.0,1318.1818181818182,2071428.5714285714,1571.4285714285713
9574,cheras,172000,2.0,1.0,1.0,Flat,Partly Furnished,Built-up,560.0,307.14285714285717,86000.0,280.0
9575,taman melawati,4060000,6.0,6.0,3.0,Bungalow,Fully Furnished,Land area,6000.0,676.6666666666666,676666.6666666666,1000.0
9576,taman melawati,3300000,7.0,6.0,2.0,Semi-detached House,Fully Furnished,Land area,6424.0,513.6986301369863,471428.5714285714,917.7142857142857
9578,taman melawati,4880000,9.0,9.0,8.0,Bungalow,Partly Furnished,Land area,7200.0,677.7777777777778,542222.2222222222,800.0
9579,taman melawati,3600000,6.0,6.0,4.0,Bungalow,Partly Furnished,Land area,6400.0,562.5,600000.0,1066.6666666666667
9582,cheras,280000,3.0,2.0,1.0,Apartment,Partly Furnished,Built-up,780.0,358.97435897435895,93333.33333333333,260.0
9592,taman melawati,4480000,7.0,8.0,5.0,Bungalow,Partly Furnished,Land area,6600.0,678.7878787878788,640000.0,942.8571428571429
9593,taman melawati,4330000,7.0,8.0,5.0,Bungalow,Unfurnished,Land area,8100.0,534.5679012345679,618571.4285714285,1157.142857142857
9597,taman melawati,6798000,10.0,10.0,10.0,Bungalow,Partly Furnished,Land area,6200.0,1096.4516129032259,679800.0,620.0
9599,taman melawati,2990000,4.0,5.0,3.0,Bungalow,Fully Furnished,Land area,4500.0,664.4444444444445,747500.0,1125.0
9600,taman melawati,2176000,5.0,3.0,5.0,Semi-detached House,Partly Furnished,Land area,7000.0,310.85714285714283,435200.0,1400.0
9604,taman melawati,5490000,5.0,6.0,4.0,Bungalow,Partly Furnished,Land area,10000.0,549.0,1098000.0,2000.0
9608,taman melawati,2600000,5.0,4.0,5.0,Bungalow,Partly Furnished,Land area,8000.0,325.0,520000.0,1600.0
9611,damansara heights,4190000,6.0,5.0,3.0,Bungalow,Partly Furnished,Land area,6113.0,685.4245051529527,698333.3333333334,1018.8333333333334
9614,taman melawati,3000000,5.0,3.0,3.0,Semi-detached House,Partly Furnished,Land area,10500.0,285.7142857142857,600000.0,2100.0
9615,taman melawati,2250000,5.0,5.0,3.0,Semi-detached House,Partly Furnished,Land area,3595.0,625.8692628650904,450000.0,719.0
9619,taman melawati,2190000,5.0,5.0,4.0,Semi-detached House,Partly Furnished,Land area,4305.0,508.7108013937282,438000.0,861.0
9626,cheras,535000,1.0,1.0,1.0,Serviced Residence,Partly Furnished,Built-up,762.0,702.0997375328084,535000.0,762.0
9627,cheras,535000,1.0,1.0,1.0,Serviced Residence,Partly Furnished,Built-up,762.0,702.0997375328084,535000.0,762.0
9628,cheras,535000,1.0,1.0,1.0,Serviced Residence,Partly Furnished,Built-up,762.0,702.0997375328084,535000.0,762.0
9629,cheras,535000,1.0,1.0,1.0,Serviced Residence,Partly Furnished,Built-up,762.0,702.0997375328084,535000.0,762.0
9637,kuchai lama,435000,2.0,2.0,2.0,Condominium,Unfurnished,Built-up,936.0,464.7435897435897,217500.0,468.0
9641,pantai,5000000,5.0,4.0,4.0,Bungalow,Fully Furnished,Land area,8300.0,602.4096385542168,1000000.0,1660.0
9645,klcc,1300000,3.0,2.0,1.0,Serviced Residence,Fully Furnished,Built-up,1259.0,1032.5655281969816,433333.3333333333,419.6666666666667
9646,klcc,1180000,2.0,2.0,1.0,Serviced Residence,Fully Furnished,Built-up,1055.0,1118.483412322275,590000.0,527.5
9651,cheras,230000,3.0,2.0,1.0,Apartment,Partly Furnished,Built-up,800.0,287.5,76666.66666666667,266.6666666666667
9652,ampang,750000,3.0,2.0,2.0,Serviced Residence,Fully Furnished,Built-up,950.0,789.4736842105264,250000.0,316.6666666666667
9653,ampang,620000,2.0,2.0,1.0,Serviced Residence,Partly Furnished,Built-up,856.0,724.2990654205607,310000.0,428.0
9654,ampang,1100000,3.0,3.0,2.0,Serviced Residence,Fully Furnished,Built-up,1210.0,909.0909090909091,366666.6666666667,403.3333333333333
9655,cheras,450000,3.0,2.0,2.0,Condominium,Unknown,Built-up,1018.0,442.04322200392926,150000.0,339.3333333333333
9657,taman tun dr ismail,1150000,3.0,3.0,1.0,Serviced Residence,Fully Furnished,Built-up,1313.0,875.8568164508758,383333.3333333333,437.6666666666667
9661,cheras,580000,3.0,3.0,1.0,Condominium,Partly Furnished,Built-up,1376.0,421.51162790697674,193333.33333333334,458.6666666666667
9663,jalan ipoh,598000,3.0,2.0,2.0,Condominium,Unknown,Built-up,968.0,617.7685950413223,199333.33333333334,322.6666666666667
9665,cheras,410000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,966.0,424.43064182194615,136666.66666666666,322.0
9669,mont kiara,1060000,1.0,1.0,1.0,Serviced Residence,Partly Furnished,Built-up,1169.0,906.7579127459367,1060000.0,1169.0
9670,mont kiara,2500000,3.0,4.0,3.0,Serviced Residence,Partly Furnished,Built-up,2304.0,1085.0694444444443,833333.3333333334,768.0
9672,bukit jalil,500000,3.0,3.0,2.0,Condominium,Unknown,Built-up,1023.0,488.7585532746823,166666.66666666666,341.0
9673,keramat,500000,3.0,2.0,2.0,Condominium,Unknown,Built-up,1003.0,498.5044865403789,166666.66666666666,334.3333333333333
9675,taman tun dr ismail,900000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1474.0,610.5834464043419,300000.0,491.3333333333333
9677,taman tun dr ismail,800000,3.0,2.0,1.0,Condominium,Fully Furnished,Built-up,1350.0,592.5925925925926,266666.6666666667,450.0
9681,sentul,430000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1130.0,380.53097345132744,143333.33333333334,376.6666666666667
9682,dutamas,558000,3.0,3.0,1.0,Condominium,Partly Furnished,Built-up,1496.0,372.9946524064171,186000.0,498.6666666666667
9683,jalan sultan ismail,739000,2.0,2.0,1.0,Serviced Residence,Fully Furnished,Built-up,862.0,857.3085846867749,369500.0,431.0
9687,taman desa,2600000,5.0,4.0,4.0,Semi-detached House,Fully Furnished,Land area,3821.0,680.4501439413766,520000.0,764.2
9690,kl sentral,2100000,2.0,2.0,1.0,Serviced Residence,Fully Furnished,Built-up,1625.0,1292.3076923076924,1050000.0,812.5
9697,taman desa,430000,1.0,1.0,1.0,Serviced Residence,Fully Furnished,Built-up,578.0,743.9446366782007,430000.0,578.0
9699,kl sentral,1790000,2.0,2.0,1.0,Serviced Residence,Partly Furnished,Built-up,1453.0,1231.933929800413,895000.0,726.5
9700,kuchai lama,580000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,986.0,588.2352941176471,193333.33333333334,328.6666666666667
9702,taman tun dr ismail,820000,3.0,2.0,1.0,Condominium,Unknown,Built-up,1356.0,604.7197640117994,273333.3333333333,452.0
9704,setapak,515000,3.0,2.0,2.0,Condominium,Unknown,Built-up,908.0,567.1806167400881,171666.66666666666,302.6666666666667
9706,cheras,1755000,5.0,4.0,2.0,Semi-detached House,Unknown,Land area,2800.0,626.7857142857143,351000.0,560.0
9707,setapak,450000,4.0,2.0,2.0,Condominium,Unknown,Land area,1272.0,353.77358490566036,112500.0,318.0
9709,bukit jalil,380000,3.0,2.0,1.0,Apartment,Partly Furnished,Built-up,820.0,463.4146341463415,126666.66666666667,273.3333333333333
