,Location,Price,Rooms,Bathrooms,Car Parks,Property Type,Furnishing,Built_Type,Built_Size,Price_sqft,Price_room,Rooms_sqft
49096,wangsa maju,470000,4.0,2.0,1.0,Apartment,Partly Furnished,Built-up,998.0,470.94188376753505,117500.0,249.5
49097,pantai,500000,3.0,2.0,1.0,Condominium,Unknown,Land area,1090.0,458.7155963302752,166666.66666666666,363.3333333333333
49098,klcc,9980300,5.0,5.0,1.0,Serviced Residence,Partly Furnished,Built-up,5382.0,1854.3849869936826,1996060.0,1076.4
49099,klcc,4500000,5.0,6.0,1.0,Serviced Residence,Fully Furnished,Built-up,3300.0,1363.6363636363637,900000.0,660.0
49100,cheras,1050000,2.0,2.0,1.0,Serviced Residence,Partly Furnished,Built-up,850.0,1235.2941176470588,525000.0,425.0
49101,mont kiara,650000,3.0,2.0,2.0,Condominium,Unfurnished,Built-up,1000.0,650.0,216666.66666666666,333.3333333333333
49102,sungai besi,520000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1074.0,484.171322160149,173333.33333333334,358.0
49104,sungai besi,499000,3.0,2.0,2.0,Serviced Residence,Fully Furnished,Built-up,850.0,587.0588235294117,166333.33333333334,283.3333333333333
49105,sungai besi,375000,2.0,2.0,1.0,Serviced Residence,Fully Furnished,Built-up,650.0,576.9230769230769,187500.0,325.0
49107,cheras,300000,3.0,2.0,1.0,Condominium,Fully Furnished,Built-up,903.0,332.22591362126246,100000.0,301.0
49108,cheras,370000,3.0,2.0,1.0,Condominium,Fully Furnished,Built-up,950.0,389.4736842105263,123333.33333333333,316.6666666666667
49110,taman desa,1500000,4.0,3.0,2.0,Condominium,Partly Furnished,Built-up,1784.0,840.8071748878924,375000.0,446.0
49111,klcc,575000,1.0,1.0,1.0,Serviced Residence,Fully Furnished,Built-up,576.0,998.2638888888889,575000.0,576.0
49113,kuchai lama,930000,4.0,3.0,2.0,Condominium,Fully Furnished,Built-up,1948.0,477.4127310061602,232500.0,487.0
49114,kuchai lama,398000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1023.0,389.0518084066471,132666.66666666666,341.0
49116,cheras,450000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1164.0,386.5979381443299,150000.0,388.0
49119,kuchai lama,300000,3.0,2.0,1.0,Apartment,Unfurnished,Built-up,820.0,365.8536585365854,100000.0,273.3333333333333
49120,wangsa maju,420000,3.0,2.0,2.0,Serviced Residence,Partly Furnished,Built-up,880.0,477.27272727272725,140000.0,293.3333333333333
49124,bukit jalil,930000,0.0,2.0,2.0,Serviced Residence,Partly Furnished,Built-up,1170.0,794.8717948717949,inf,inf
49128,desa pandan,1080000,2.0,2.0,2.0,Serviced Residence,Fully Furnished,Built-up,1412.0,764.872521246459,540000.0,706.0
49129,desa pandan,1250000,2.0,2.0,2.0,Serviced Residence,Fully Furnished,Built-up,1410.0,886.5248226950355,625000.0,705.0
49130,segambut,4000000,6.0,7.0,3.0,Bungalow,Unknown,Built-up,5434.0,736.105999263894,666666.6666666666,905.6666666666666
49136,mont kiara,1440000,3.0,2.0,2.0,Condominium,Unfurnished,Built-up,1200.0,1200.0,480000.0,400.0
49148,klcc,4000000,3.0,2.0,2.0,Condominium,Unfurnished,Built-up,2573.0,1554.6055188495918,1333333.3333333333,857.6666666666666
49149,klcc,4300000,3.0,2.0,2.0,Condominium,Unknown,Built-up,2550.0,1686.2745098039215,1433333.3333333333,850.0
49160,dutamas,503000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1326.0,379.3363499245852,167666.66666666666,442.0
49169,mont kiara,780000,3.0,2.0,2.0,Condominium,Fully Furnished,Built-up,1292.0,603.7151702786377,260000.0,430.6666666666667
49170,ampang,1900000,4.0,4.0,1.0,Condominium,Fully Furnished,Built-up,1900.0,1000.0,475000.0,475.0
49172,sentul,1150000,4.0,4.0,1.0,Condominium,Partly Furnished,Built-up,1381.0,832.729905865315,287500.0,345.25
49180,cheras,708000,3.0,2.0,2.0,Serviced Residence,Partly Furnished,Built-up,1111.0,637.2637263726373,236000.0,370.3333333333333
49181,bangsar south,1425000,3.0,3.0,2.0,Serviced Residence,Partly Furnished,Built-up,1302.0,1094.4700460829492,475000.0,434.0
49183,bangsar,6500000,5.0,5.0,4.0,Bungalow,Partly Furnished,Land area,4600.0,1413.0434782608695,1300000.0,920.0
49184,klcc,2300000,5.0,5.0,2.0,Terrace/Link House,Unknown,Built-up,3131.0,734.5895879910572,460000.0,626.2
49187,damansara,11300000,9.0,9.0,8.0,Bungalow,Partly Furnished,Land area,11700.0,965.8119658119658,1255555.5555555555,1300.0
49193,keramat,3280000,5.0,5.0,12.0,Bungalow,Unknown,Land area,6128.0,535.248041775457,656000.0,1225.6
49194,desa parkcity,5600000,6.0,7.0,3.0,Terrace/Link House,Partly Furnished,Land area,3713.0,1508.2143819014275,933333.3333333334,618.8333333333334
49199,ampang,1900000,4.0,4.0,1.0,Condominium,Fully Furnished,Built-up,1900.0,1000.0,475000.0,475.0
49200,bukit jalil,690000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1325.0,520.7547169811321,230000.0,441.6666666666667
49203,cheras,1000000,2.0,2.0,1.0,Serviced Residence,Partly Furnished,Land area,883.0,1132.5028312570782,500000.0,441.5
49204,kuchai lama,520000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,986.0,527.3833671399594,173333.33333333334,328.6666666666667
49205,desa petaling,450000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1144.0,393.35664335664336,150000.0,381.3333333333333
49215,cheras,317000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,810.0,391.358024691358,105666.66666666667,270.0
49217,cheras,430000,3.0,2.0,1.0,Condominium,Fully Furnished,Built-up,926.0,464.3628509719222,143333.33333333334,308.6666666666667
49222,wangsa maju,400000,2.0,2.0,1.0,Serviced Residence,Partly Furnished,Built-up,700.0,571.4285714285714,200000.0,350.0
49225,jalan klang lama (old klang road),530000,2.0,2.0,1.0,Serviced Residence,Unknown,Built-up,797.0,664.9937264742786,265000.0,398.5
49226,jalan klang lama (old klang road),559000,2.0,2.0,1.0,Serviced Residence,Unknown,Built-up,798.0,700.5012531328321,279500.0,399.0
49227,klcc,1298000,1.0,1.0,1.0,Serviced Residence,Unknown,Built-up,925.0,1403.2432432432433,1298000.0,925.0
49228,taman tun dr ismail,950000,3.0,2.0,1.0,Serviced Residence,Partly Furnished,Built-up,1102.0,862.0689655172414,316666.6666666667,367.3333333333333
49229,taman tun dr ismail,800000,2.0,2.0,1.0,Serviced Residence,Partly Furnished,Built-up,876.0,913.2420091324201,400000.0,438.0
49230,taman tun dr ismail,930000,3.0,2.0,2.0,Serviced Residence,Partly Furnished,Built-up,1102.0,843.9201451905626,310000.0,367.3333333333333
49234,bukit jalil,295000,2.0,1.0,1.0,Condominium,Unfurnished,Built-up,775.0,380.64516129032256,147500.0,387.5
49239,cheras,474600,2.0,2.0,2.0,Condominium,Unfurnished,Built-up,840.0,565.0,237300.0,420.0
49240,mont kiara,880000,2.0,2.0,1.0,Serviced Residence,Fully Furnished,Built-up,913.0,963.855421686747,440000.0,456.5
49244,mont kiara,900000,3.0,2.0,2.0,Condominium,Fully Furnished,Built-up,1600.0,562.5,300000.0,533.3333333333334
49247,segambut,520000,3.0,2.0,1.0,Condominium,Fully Furnished,Built-up,1205.0,431.53526970954357,173333.33333333334,401.6666666666667
49248,setapak,750000,4.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1800.0,416.6666666666667,187500.0,450.0
49252,keramat,3300000,7.0,5.0,4.0,Bungalow,Unknown,Land area,4801.0,687.3568006665278,471428.5714285714,685.8571428571429
49254,bukit jalil,450000,3.0,2.0,1.0,Condominium,Unfurnished,Built-up,1227.0,366.7481662591687,150000.0,409.0
49266,wangsa maju,669000,3.0,2.0,2.0,Condominium,Unfurnished,Built-up,1580.0,423.4177215189873,223000.0,526.6666666666666
49267,klcc,1400000,1.0,1.0,1.0,Serviced Residence,Fully Furnished,Built-up,722.0,1939.0581717451523,1400000.0,722.0
49268,dutamas,1800000,7.0,7.0,3.0,Terrace/Link House,Unfurnished,Built-up,4725.0,380.95238095238096,257142.85714285713,675.0
49269,dutamas,2180000,5.0,7.0,3.0,Terrace/Link House,Partly Furnished,Land area,4029.0,541.0771903698188,436000.0,805.8
49271,klcc,999000,3.0,2.0,1.0,Condominium,Fully Furnished,Built-up,1182.0,845.1776649746192,333000.0,394.0
49283,klcc,1000000,2.0,2.0,1.0,Condominium,Unknown,Built-up,876.0,1141.552511415525,500000.0,438.0
49286,setapak,620000,3.0,2.0,1.0,Condominium,Unfurnished,Built-up,1500.0,413.3333333333333,206666.66666666666,500.0
49289,dutamas,499000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1100.0,453.6363636363636,166333.33333333334,366.6666666666667
49291,setapak,525000,4.0,2.0,2.0,Condominium,Unknown,Built-up,1313.0,399.8476770753999,131250.0,328.25
49292,wangsa maju,403600,3.0,2.0,1.0,Serviced Residence,Partly Furnished,Built-up,770.0,524.1558441558442,134533.33333333334,256.6666666666667
49293,setapak,210000,3.0,2.0,1.0,Apartment,Unknown,Built-up,653.0,321.5926493108729,70000.0,217.66666666666666
49296,wangsa maju,635000,3.0,2.0,1.0,Condominium,Unknown,Built-up,1267.0,501.18389897395423,211666.66666666666,422.3333333333333
49297,setapak,250000,3.0,2.0,1.0,Apartment,Partly Furnished,Built-up,985.0,253.80710659898477,83333.33333333333,328.3333333333333
49298,setapak,380000,3.0,2.0,1.0,Condominium,Unknown,Built-up,1050.0,361.9047619047619,126666.66666666667,350.0
49300,setapak,350000,3.0,2.0,1.0,Condominium,Unknown,Built-up,911.0,384.1931942919868,116666.66666666667,303.6666666666667
49301,setapak,430000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1066.0,403.37711069418384,143333.33333333334,355.3333333333333
49302,setapak,330000,1.0,1.0,1.0,Serviced Residence,Partly Furnished,Built-up,618.0,533.9805825242719,330000.0,618.0
49303,setapak,390000,2.0,2.0,2.0,Serviced Residence,Unknown,Built-up,900.0,433.3333333333333,195000.0,450.0
49304,setapak,570000,4.0,3.0,2.0,Condominium,Partly Furnished,Built-up,1362.0,418.5022026431718,142500.0,340.5
49306,setapak,560000,4.0,3.0,1.0,Condominium,Unknown,Built-up,1416.0,395.48022598870057,140000.0,354.0
49308,setapak,650000,4.0,3.0,2.0,Condominium,Partly Furnished,Built-up,1362.0,477.2393538913363,162500.0,340.5
49310,setapak,670000,4.0,3.0,2.0,Serviced Residence,Partly Furnished,Built-up,2421.0,276.7451466336225,167500.0,605.25
49312,wangsa maju,430000,3.0,2.0,1.0,Apartment,Partly Furnished,Built-up,1100.0,390.90909090909093,143333.33333333334,366.6666666666667
49320,setapak,510000,4.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1450.0,351.7241379310345,127500.0,362.5
49321,setapak,380000,3.0,2.0,1.0,Condominium,Unknown,Built-up,911.0,417.1240395170143,126666.66666666667,303.6666666666667
49328,setapak,410000,3.0,2.0,1.0,Condominium,Unknown,Built-up,1231.0,333.0625507717303,136666.66666666666,410.3333333333333
49329,setapak,480000,4.0,2.0,2.0,Condominium,Unknown,Built-up,1333.0,360.0900225056264,120000.0,333.25
49334,setapak,400000,3.0,2.0,1.0,Condominium,Unknown,Built-up,1207.0,331.4001657000828,133333.33333333334,402.3333333333333
49339,setapak,270000,3.0,2.0,1.0,Apartment,Unknown,Built-up,873.0,309.2783505154639,90000.0,291.0
49341,setapak,770000,5.0,4.0,2.0,Condominium,Fully Furnished,Built-up,1447.0,532.1354526606773,154000.0,289.4
49342,setapak,320000,3.0,2.0,1.0,Apartment,Unknown,Built-up,950.0,336.8421052631579,106666.66666666667,316.6666666666667
49344,setapak,330000,1.0,1.0,1.0,Serviced Residence,Partly Furnished,Built-up,618.0,533.9805825242719,330000.0,618.0
49348,setapak,230000,3.0,2.0,1.0,Condominium,Unfurnished,Built-up,850.0,270.5882352941176,76666.66666666667,283.3333333333333
49357,setapak,480000,3.0,2.0,2.0,Serviced Residence,Unknown,Built-up,1040.0,461.53846153846155,160000.0,346.6666666666667
49358,setapak,580000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1430.0,405.5944055944056,193333.33333333334,476.6666666666667
49364,setapak,400000,4.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1272.0,314.4654088050315,100000.0,318.0
49365,setapak,410000,2.0,2.0,1.0,Condominium,Partly Furnished,Built-up,860.0,476.74418604651163,205000.0,430.0
49378,setapak,515000,4.0,2.0,2.0,Condominium,Unknown,Built-up,1313.0,392.23153084539223,128750.0,328.25
49379,setapak,335000,3.0,2.0,1.0,Apartment,Unknown,Built-up,930.0,360.21505376344084,111666.66666666667,310.0
49380,setapak,400000,3.0,2.0,1.0,Condominium,Unknown,Built-up,1231.0,324.93907392363934,133333.33333333334,410.3333333333333
49382,wangsa maju,470000,3.0,2.0,1.0,Apartment,Partly Furnished,Built-up,998.0,470.94188376753505,156666.66666666666,332.6666666666667
49383,setapak,500000,4.0,2.0,1.0,Condominium,Unknown,Built-up,1313.0,380.8073115003808,125000.0,328.25
49384,wangsa maju,450000,3.0,2.0,1.0,Condominium,Unknown,Built-up,1150.0,391.30434782608694,150000.0,383.3333333333333
49387,cheras,1400000,5.0,5.0,2.0,Semi-detached House,Partly Furnished,Built-up,3000.0,466.6666666666667,280000.0,600.0
49388,jalan klang lama (old klang road),670000,3.0,2.0,2.0,Condominium,Partly Furnished,Land area,1000.0,670.0,223333.33333333334,333.3333333333333
49390,jalan klang lama (old klang road),550000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1215.0,452.67489711934155,183333.33333333334,405.0
49392,bukit jalil,435000,3.0,2.0,1.0,Apartment,Partly Furnished,Built-up,890.0,488.76404494382024,145000.0,296.6666666666667
49395,kuchai lama,610000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1313.0,464.58492003046456,203333.33333333334,437.6666666666667
49396,brickfields,500000,2.0,2.0,1.0,Serviced Residence,Fully Furnished,Built-up,486.0,1028.80658436214,250000.0,243.0
49404,mont kiara,2500000,4.0,4.0,2.0,Condominium,Partly Furnished,Built-up,4000.0,625.0,625000.0,1000.0
49413,mont kiara,700000,3.0,2.0,1.0,Condominium,Fully Furnished,Built-up,1259.0,555.9968228752979,233333.33333333334,419.6666666666667
49415,mont kiara,800000,3.0,2.0,1.0,Condominium,Fully Furnished,Built-up,1300.0,615.3846153846154,266666.6666666667,433.3333333333333
49418,taman melawati,2350000,7.0,8.0,4.0,Semi-detached House,Partly Furnished,Land area,3800.0,618.421052631579,335714.28571428574,542.8571428571429
49421,kepong,650000,3.0,2.0,2.0,Terrace/Link House,Unknown,Built-up,1600.0,406.25,216666.66666666666,533.3333333333334
49422,pantai,700000,2.0,2.0,3.0,Condominium,Fully Furnished,Built-up,1500.0,466.6666666666667,350000.0,750.0
49436,bangsar,8200000,6.0,7.0,8.0,Bungalow,Unknown,Land area,10200.0,803.9215686274509,1366666.6666666667,1700.0
49441,jalan klang lama (old klang road),520000,2.0,2.0,1.0,Serviced Residence,Partly Furnished,Built-up,797.0,652.4466750313676,260000.0,398.5
49442,jalan klang lama (old klang road),550000,2.0,2.0,1.0,Serviced Residence,Partly Furnished,Built-up,858.0,641.025641025641,275000.0,429.0
49445,mont kiara,1030000,2.0,2.0,2.0,Serviced Residence,Unknown,Built-up,926.0,1112.3110151187905,515000.0,463.0
49448,mont kiara,890000,2.0,2.0,1.0,Serviced Residence,Unknown,Built-up,861.0,1033.6817653890826,445000.0,430.5
49449,setapak,649000,3.0,2.0,2.0,Serviced Residence,Partly Furnished,Built-up,1303.0,498.08135072908675,216333.33333333334,434.3333333333333
49450,setapak,600000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1473.0,407.33197556008145,200000.0,491.0
49451,bangsar,1650000,2.0,2.0,1.0,Serviced Residence,Fully Furnished,Built-up,1076.0,1533.4572490706319,825000.0,538.0
49455,kepong,545000,3.0,3.0,2.0,Condominium,Partly Furnished,Land area,960.0,567.7083333333334,181666.66666666666,320.0
49456,bandar tasik selatan,750888,3.0,2.0,2.0,Condominium,Partly Furnished,Land area,1242.0,604.5797101449275,250296.0,414.0
49458,mont kiara,1090000,2.0,2.0,1.0,Serviced Residence,Partly Furnished,Built-up,907.0,1201.7640573318633,545000.0,453.5
49459,cheras,495000,4.0,2.0,2.0,Condominium,Partly Furnished,Land area,1142.0,433.45008756567427,123750.0,285.5
49460,sentul,295000,3.0,2.0,1.0,Apartment,Unknown,Built-up,838.0,352.0286396181384,98333.33333333333,279.3333333333333
49463,wangsa maju,387200,3.0,2.0,1.0,Serviced Residence,Unknown,Built-up,770.0,502.85714285714283,129066.66666666667,256.6666666666667
49466,cheras,315000,3.0,2.0,1.0,Apartment,Unknown,Land area,820.0,384.1463414634146,105000.0,273.3333333333333
49468,wangsa maju,349000,2.0,2.0,1.0,Serviced Residence,Partly Furnished,Built-up,657.0,531.2024353120244,174500.0,328.5
49470,taman desa,788000,3.0,3.0,1.0,Condominium,Partly Furnished,Built-up,1313.0,600.1523229246002,262666.6666666667,437.6666666666667
49471,taman desa,588000,2.0,2.0,1.0,Condominium,Fully Furnished,Built-up,1050.0,560.0,294000.0,525.0
49472,taman desa,550000,2.0,2.0,1.0,Condominium,Fully Furnished,Built-up,1050.0,523.8095238095239,275000.0,525.0
49476,bukit bintang,1850000,3.0,2.0,2.0,Serviced Residence,Partly Furnished,Built-up,1604.0,1153.366583541147,616666.6666666666,534.6666666666666
49477,sungai besi,500000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1074.0,465.54934823091247,166666.66666666666,358.0
49478,sentul,325000,3.0,2.0,1.0,Condominium,Fully Furnished,Built-up,877.0,370.58152793614596,108333.33333333333,292.3333333333333
49483,jalan klang lama (old klang road),800000,4.0,2.0,2.0,Condominium,Fully Furnished,Built-up,1073.0,745.5731593662629,200000.0,268.25
49485,jalan klang lama (old klang road),748000,2.0,2.0,2.0,Condominium,Fully Furnished,Built-up,895.0,835.754189944134,374000.0,447.5
49486,kl city,880000,2.0,2.0,1.0,Condominium,Fully Furnished,Built-up,1056.0,833.3333333333334,440000.0,528.0
49487,sri petaling,2200000,5.0,5.0,6.0,Semi-detached House,Fully Furnished,Land area,4000.0,550.0,440000.0,800.0
49488,setapak,320000,2.0,1.0,1.0,Apartment,Partly Furnished,Built-up,600.0,533.3333333333334,160000.0,300.0
49492,taman tun dr ismail,950000,3.0,2.0,2.0,Serviced Residence,Partly Furnished,Built-up,1102.0,862.0689655172414,316666.6666666667,367.3333333333333
49500,ampang,8000000,7.0,7.0,5.0,Bungalow,Partly Furnished,Land area,10500.0,761.9047619047619,1142857.142857143,1500.0
49501,klcc,1500000,1.0,1.0,1.0,Serviced Residence,Partly Furnished,Built-up,925.0,1621.6216216216217,1500000.0,925.0
49502,klcc,2600000,3.0,2.0,1.0,Serviced Residence,Partly Furnished,Built-up,1463.0,1777.1701982228299,866666.6666666666,487.6666666666667
49504,mont kiara,580000,3.0,2.0,2.0,Condominium,Unfurnished,Land area,940.0,617.0212765957447,193333.33333333334,313.3333333333333
49506,mont kiara,640000,3.0,2.0,2.0,Condominium,Unfurnished,Built-up,1015.0,630.5418719211823,213333.33333333334,338.3333333333333
49507,klcc,2200000,2.0,2.0,1.0,Serviced Residence,Fully Furnished,Built-up,1271.0,1730.9205350118018,1100000.0,635.5
49515,pantai,820000,3.0,2.0,2.0,Condominium,Unfurnished,Built-up,1253.0,654.4293695131684,273333.3333333333,417.6666666666667
49516,setapak,470000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1292.0,363.7770897832817,156666.66666666666,430.6666666666667
49517,klcc,850000,2.0,2.0,1.0,Condominium,Partly Furnished,Built-up,876.0,970.3196347031964,425000.0,438.0
49518,ampang hilir,890000,1.0,1.0,1.0,Serviced Residence,Fully Furnished,Built-up,820.0,1085.3658536585365,890000.0,820.0
49519,klcc,999000,3.0,2.0,1.0,Condominium,Fully Furnished,Built-up,1182.0,845.1776649746192,333000.0,394.0
49520,jalan klang lama (old klang road),700000,3.0,2.0,2.0,Condominium,Fully Furnished,Built-up,1168.0,599.3150684931506,233333.33333333334,389.3333333333333
49521,klcc,1100000,2.0,2.0,1.0,Condominium,Fully Furnished,Built-up,835.0,1317.3652694610778,550000.0,417.5
49527,kuchai lama,537000,2.0,2.0,1.0,Serviced Residence,Partly Furnished,Built-up,822.0,653.2846715328467,268500.0,411.0
49529,mont kiara,650000,1.0,2.0,1.0,Serviced Residence,Unknown,Built-up,813.0,799.5079950799508,650000.0,813.0
49533,sri petaling,700000,3.0,2.0,2.0,Serviced Residence,Partly Furnished,Built-up,1729.0,404.8582995951417,233333.33333333334,576.3333333333334
49534,jalan klang lama (old klang road),420000,3.0,2.0,2.0,Serviced Residence,Partly Furnished,Built-up,950.0,442.10526315789474,140000.0,316.6666666666667
49537,mont kiara,1000000,2.0,2.0,1.0,Serviced Residence,Fully Furnished,Built-up,926.0,1079.913606911447,500000.0,463.0
49538,wangsa maju,1000000,3.0,2.0,2.0,Condominium,Fully Furnished,Built-up,1528.0,654.4502617801047,333333.3333333333,509.3333333333333
49539,sri petaling,280000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,850.0,329.4117647058824,93333.33333333333,283.3333333333333
49541,pantai,360000,1.0,2.0,1.0,Serviced Residence,Unknown,Built-up,518.0,694.980694980695,360000.0,518.0
49542,cheras,360000,3.0,2.0,2.0,Condominium,Unknown,Built-up,945.0,380.95238095238096,120000.0,315.0
49544,cheras,380000,3.0,2.0,1.0,Serviced Residence,Unfurnished,Built-up,819.0,463.980463980464,126666.66666666667,273.0
49547,ampang,750000,3.0,2.0,1.0,Serviced Residence,Partly Furnished,Built-up,950.0,789.4736842105264,250000.0,316.6666666666667
49548,ampang,650000,2.0,2.0,1.0,Serviced Residence,Partly Furnished,Built-up,856.0,759.3457943925233,325000.0,428.0
49549,bangsar south,900000,2.0,2.0,1.0,Serviced Residence,Fully Furnished,Built-up,1032.0,872.0930232558139,450000.0,516.0
49552,klcc,2180000,2.0,2.0,1.0,Serviced Residence,Partly Furnished,Built-up,1270.0,1716.5354330708662,1090000.0,635.0
49553,klcc,2180000,2.0,2.0,1.0,Serviced Residence,Partly Furnished,Built-up,1270.0,1716.5354330708662,1090000.0,635.0
49554,klcc,1335000,1.0,1.0,1.0,Serviced Residence,Partly Furnished,Built-up,925.0,1443.2432432432433,1335000.0,925.0
49555,klcc,1335000,1.0,1.0,1.0,Serviced Residence,Partly Furnished,Built-up,925.0,1443.2432432432433,1335000.0,925.0
49556,klcc,1380000,1.0,1.0,1.0,Serviced Residence,Partly Furnished,Built-up,925.0,1491.8918918918919,1380000.0,925.0
49557,klcc,1365000,1.0,1.0,1.0,Serviced Residence,Partly Furnished,Built-up,925.0,1475.6756756756756,1365000.0,925.0
49558,ampang,848424,2.0,2.0,2.0,Serviced Residence,Partly Furnished,Built-up,1193.0,711.1684828164292,424212.0,596.5
49559,klcc,1450000,1.0,1.0,1.0,Serviced Residence,Fully Furnished,Built-up,850.0,1705.8823529411766,1450000.0,850.0
49560,klcc,1780000,2.0,2.0,1.0,Serviced Residence,Fully Furnished,Built-up,1050.0,1695.2380952380952,890000.0,525.0
49561,klcc,1780000,2.0,2.0,1.0,Serviced Residence,Fully Furnished,Built-up,1050.0,1695.2380952380952,890000.0,525.0
49563,sentul,1500000,5.0,4.0,2.0,Terrace/Link House,Partly Furnished,Land area,3418.0,438.8531304856641,300000.0,683.6
49605,ampang,585000,1.0,1.0,1.0,Serviced Residence,Fully Furnished,Built-up,712.0,821.629213483146,585000.0,712.0
49621,pantai,700000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1323.0,529.1005291005291,233333.33333333334,441.0
49623,bukit bintang,2800000,2.0,4.0,1.0,Serviced Residence,Fully Furnished,Built-up,1307.0,2142.3106350420812,1400000.0,653.5
49626,mont kiara,620000,1.0,1.0,1.0,Serviced Residence,Fully Furnished,Built-up,462.0,1341.991341991342,620000.0,462.0
49631,klcc,5900000,3.0,2.0,2.0,Serviced Residence,Fully Furnished,Built-up,2185.0,2700.228832951945,1966666.6666666667,728.3333333333334
49632,bukit jalil,590000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1100.0,536.3636363636364,196666.66666666666,366.6666666666667
49635,titiwangsa,790000,3.0,2.0,1.0,Serviced Residence,Partly Furnished,Built-up,1033.0,764.7628267182962,263333.3333333333,344.3333333333333
49639,oug,2380000,5.0,3.0,8.0,Semi-detached House,Partly Furnished,Land area,5000.0,476.0,476000.0,1000.0
49643,jalan kuching,465600,3.0,2.0,2.0,Serviced Residence,Unknown,Built-up,878.0,530.2961275626424,155200.0,292.6666666666667
49644,sentul,550000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1230.0,447.1544715447154,183333.33333333334,410.0
49646,ampang,3350000,3.0,2.0,2.0,Serviced Residence,Fully Furnished,Built-up,1615.0,2074.3034055727553,1116666.6666666667,538.3333333333334
49647,taman tun dr ismail,4900000,6.0,6.0,6.0,Bungalow,Partly Furnished,Land area,9100.0,538.4615384615385,816666.6666666666,1516.6666666666667
49648,klcc,1100000,2.0,2.0,1.0,Serviced Residence,Fully Furnished,Built-up,915.0,1202.1857923497269,550000.0,457.5
49654,mont kiara,1330000,3.0,2.0,2.0,Condominium,Unfurnished,Built-up,1200.0,1108.3333333333333,443333.3333333333,400.0
49657,klcc,1415700,1.0,1.0,1.0,Serviced Residence,Fully Furnished,Built-up,850.0,1665.5294117647059,1415700.0,850.0
49661,setapak,450000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1232.0,365.2597402597403,150000.0,410.6666666666667
49662,cheras,990000,2.0,2.0,1.0,Serviced Residence,Partly Furnished,Land area,953.0,1038.8247639034628,495000.0,476.5
49663,jalan klang lama (old klang road),425000,3.0,2.0,1.0,Condominium,Partly Furnished,Land area,1273.0,333.8570306362922,141666.66666666666,424.3333333333333
49667,cheras,318000,3.0,2.0,1.0,Apartment,Fully Furnished,Built-up,748.0,425.1336898395722,106000.0,249.33333333333334
49669,cheras,510000,3.0,3.0,1.0,Condominium,Unknown,Built-up,1063.0,479.7742238946378,170000.0,354.3333333333333
49670,jalan klang lama (old klang road),465000,3.0,2.0,2.0,Serviced Residence,Unknown,Land area,15000.0,31.0,155000.0,5000.0
49671,kepong,600000,3.0,2.0,2.0,Terrace/Link House,Unknown,Land area,1560.0,384.61538461538464,200000.0,520.0
49672,kepong,368000,2.0,2.0,1.0,Terrace/Link House,Unfurnished,Land area,660.0,557.5757575757576,184000.0,330.0
49678,setapak,300000,3.0,2.0,1.0,Condominium,Unfurnished,Built-up,800.0,375.0,100000.0,266.6666666666667
49689,bukit jalil,588000,2.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1050.0,560.0,294000.0,525.0
49690,bukit jalil,630000,3.0,2.0,2.0,Condominium,Unknown,Built-up,1234.0,510.5348460291734,210000.0,411.3333333333333
49692,bukit jalil,665000,3.0,2.0,2.0,Condominium,Unknown,Built-up,1234.0,538.8978930307942,221666.66666666666,411.3333333333333
49695,bukit jalil,950000,3.0,2.0,2.0,Serviced Residence,Partly Furnished,Built-up,1170.0,811.965811965812,316666.6666666667,390.0
49697,bukit jalil,830000,3.0,3.0,2.0,Condominium,Fully Furnished,Built-up,1293.0,641.9180201082753,276666.6666666667,431.0
49700,bukit jalil,668000,4.0,2.0,2.0,Condominium,Unknown,Built-up,1212.0,551.1551155115511,167000.0,303.0
49701,bukit jalil,720000,3.0,2.0,3.0,Condominium,Fully Furnished,Built-up,1335.0,539.3258426966293,240000.0,445.0
